Ime izdelka,Znamka,Cena,Promocijska cena,Kolicina,Enota,Kategorija
Baterijski vložek AAA 10/1,VARTA,7.99,0,1.0,kos, BATERIJSKI VLOŽKI
Suhe slive Agranela,AGRANELA,3.89,0,1.0,g, SUHO SADJE
Pivo Bevog Deetz golden ale,BEVOG,2.69,2.39,1.0,l, SPECIALNA PIVA
Wc obešanka Net Intense Lime Fresh,WC NET,4.39,0,1.0,kos, OBEŠANKE ZA WC ŠKOLJKE
Drobljena bazilika,KOTANYI,1.69,0,1.0,g, ZAČIMBE ZA KUHO
Tuna v oljčnem olju,MERCATOR,1.24,0,1.0,g, RIBJE KONZERVE
Sirup,DANA,4.19,0,1.0,l, SIRUPI
Žitna ploščica,NESTLE,0.59,0.5,1.0,g, ŽITNE IN SADNE REZINE
Vrečke za led,PISKAR,2.19,1.69,1.0,kos, GOSPODINJSKE VREČKE ZA SHRANJEVANJE; VREČKE ZA LED
Suhe brusnice,GARDEN GOOD,0.99,0,1.0,g, SUHO SADJE
Ledeni čaj,MERCATOR,0.59,0,1.0,l, LEDENI ČAJ
Mini blejska salama,ANTON,4.39,3.49,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Paradižnikovi pelati,MUTTI,2.59,0,1.0,g, PARADIŽNIK
Prekajena šunka,MERCATOR,10.89,0,1100.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Jogurt s smetano,TINKIN JOGURT,1.89,0,1.0,g, NAVADNI JOGURTI
Testenine,GAROFALO,2.49,1.99,1.0,g, DOLGE IN KRATKE TESTENINE
Flips z arašidi,LUMPI,0.49,0,1.0,g, FLIPS
Bio presna ploščica z chia semeni in kakavovimi zrni,LIVITY,1.59,0,1.0,kos, DROBNI SLADKI IZDELKI
Mleta kava Brasil,SANTANA,1.34,0.94,1.0,kos, KLASIČNA TURŠKA KAVA
Curry,MAESTRO,1.39,1.19,1.0,g, ZAČIMBE ZA KUHO
Mleta kava,GORIZIANA,3.29,0,1.0,kos, KLASIČNA TURŠKA KAVA
Fidelini,PEČJAK,2.39,0,1.0,g, JUŠNI REZANCI IN JUŠNE ZAKUHE
Keksolino,LINO,5.99,0,1.0,g, OTROŠKE KAŠICE BREZ MLEKA
Zobna pasta Deep Fresh Aquamint,SIGNAL,3.49,0,0.001,l, ZOBNE PASTE
Arborio riž,NATURETA,3.84,0,1.0,g, OSTALE VRSTE RIŽA
Čips s papriko,CHIO,2.39,0,1.0,g, ČIPS
Lepilo v stiku,UHU,3.29,2.3,1.0,g, LEPILA
Keksi s čokolado in lešnikom Domaćica,KRAŠ DOMAČICA,3.49,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Sir Maasdamer,VEPO,3.29,0,1.0,g, SIRI REZINE
Mini lešnikova rolada,DULCETTI,2.59,0,1.0,g, ROLADE
Kumina v zrnu,MAESTRO,1.44,0,1.0,g, ZAČIMBE ZA KUHO
Razkužilo za roke Dezikim derm,KIMI,6.99,0,0.001,l, PRVA POMOČ (OBLIŽI; POVOJI; GAZE)
Otroška zobna pasta Elmex junior 0-6 let,ELMEX,4.69,0,0.001,l, KOPANJE IN UMIVANJE
Jajčni špageti,MLINOTEST,1.89,0,1.0,g, DOLGE IN KRATKE TESTENINE
Pijača,DANA,0.54,0,1.0,l, JABOLKO
Pirini polnozrnati klobučki,ZLATO POLJE,2.19,0,1.0,g, DOLGE IN KRATKE TESTENINE
Zelene olive s papriko,NATURETA,3.69,0,1.0,g, OLIVE
Bio rižev napitek s kokosom,ISOLA BIO,2.89,2.17,1.0,l, NAPITKI IN DESERT
Polnozrnati keksi s pomarančo in temno čokolado,FINESSE,1.35,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Prepeličja jajca,MERCATOR RID,2.19,0,1.0,kos, HLAJENE DELIKATESNE SPECIALITETE
Hrana za mačke Gourmet perle s piščanecem in zelenjavo,GOURMET PURINA,1.09,0.87,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Goba Glitzi Standard,VILEDA,2.09,0,1.0,kos, KRPE; GOBE IN ŠČETKE ZA ČIŠČENJE
Polpekoči feferoni,NATURETA,3.49,0,1.0,g, DRUGA KONZERVIRANA IN VLOŽENA ZELENJAVA
Ovsena granola,BOOM BOX,3.99,0,1.0,g, MÜESLI
Grški tip jogurta Selection,DUKATOS,0.99,0,1.0,g, OSTALI JOGURTI
Bio drobljenec,LAVIDA,3.19,0,1.0,g, POLPRIPRAVLJENI IN PRIPRAVLJENI IZDELKI
Sladoled na palčki,ALIVE,2.99,0,0.001,l, DRUŽINSKI SLADOLEDI
Narezek Poli light,POLI,2.19,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Piščančje peruti Natur Premium,PERUTNINA PTUJ NATUR PREMIUM,3.99,0,1.0,kos, PERUTNINA
Hrana za mačke,FRISKIES PURINA,7.29,0,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Rumeni stročji fižol,MERCATOR,2.89,0,1000.0,g, ZAMRZNJENA ZELENJAVA
Čokoladni puding Premium,DOLCELA,0.79,0,1.0,g, PUDINGI IN KREME
Damski vložki Cotton regular,ALWAYS,4.19,0,1.0,kos, DAMSKI VLOŽKI IN TAMPONI
Hrustljavi muesli gozdni sadeži,NATUREL,2.59,0,1.0,g, MÜESLI
Bonboni,SMARTIES,1.15,0,1.0,g, ČOKOLADNI IZDELKI IN NAPOLITANKE
Kokošja juha s testeninami,PODRAVKA,0.99,0,1.0,g, INSTANT JUHE
Bučna semena,HRUSTY,1.19,0,1.0,g, SLANI ARAŠIDI IN DRUGI OREŠČKI
Čokolino baby,LINO,3.19,2.87,1.0,g, OTROŠKE KAŠICE Z MLEKOM
Delikatesni hren,NATURETA,1.99,0,1.0,g, DRUGE HLAJENE PRILOGE
Alu folija,ALUFIX,4.29,3.17,0.001,l, RAZLIČNE FOLIJE - ALU; FOLIJE ZA ŽIVILA; ZA PEKO…
Vrhniški kokosovi piškoti,ADAMIČ,4.49,0,1.0,g, DOMAČI KEKSI
Celi cimet,KOTANYI,1.49,0,1.0,kos, ZAČIMBE ZA KUHO
Otroški vlažni robčki,VIOLETA,8.99,0,1.0,kos, POTOVALNI ROBČKI IN VLAŽILNI TOALETNI PAPIR
Pijača,LOTTE,3.59,0,1.0,l, NEGAZIRANE SADNE PIJAČE
Narezana limonina lupinica,KOTANYI,0.89,0,1.0,g, MLETI OREŠČKI; MLETO IN KANDIRANO SADJE
Slovenska mlada čebula z zelenjem,NERAZPOREJENI ARTIKLI,0.99,0,1.0,g, ČEBULA; ČESEN
Tatarska omaka,ZVIJEZDA,2.69,0,1.0,g, TATARSKE OMAKE
Čistilo za wc školjko z belilom,DUCK,2.99,0,0.001,l, ČISTILA ZA WC ŠKOLJKE
Salama Poli green,POLI,2.59,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Donut s trojno čokolado,JAFFA,0.99,0.75,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Piščančji Texas Steak Piknik,PERUTNINA PTUJ PIKNIK,6.29,0,1.0,kos, PERUTNINA
Pšenični kruh,OLZ,3.99,3.39,1.0,g, TOAST
Tiramisu,MERCATOR,3.89,0,1.0,kos, TORTE IN SVEŽE ROLADE
Sladka sirotka,PLANIKA,1.39,0,1.0,l, SVEŽE MLEKO
Moj prvi flips,LINO,1.39,0,1.0,g, OSTALA OTROŠKA HRANA
Hrana za pse s perutnino in zelenjavo,CESAR,1.45,0,1.0,g, PASJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Otroški sok iz jabolk in grozdja,HIPP,1.64,0,0.001,l, OTROŠKI SOKOVI IN VODE
Mlečna čokolada brownie in slana karamela,JIMMY FANTASTIC,2.19,0.99,1.0,g, ČOKOLADA
Instant napitek,CEDEVITA,3.99,0,1.0,g, INSTANT NAPITKI  
Tuna steak v oljčnem olju,DELAMARIS,4.39,0,1.0,g, RIBJE KONZERVE
Cmoki z lešnikovo kremo,MINUTE,3.49,0,1.0,g, CMOKI; ŠTRUKLJI
Mast domača Mercator,MERCATOR,3.99,0,1.0,g, MAST IN OCVIRKI
Delikatesni hren,NATURETA,2.49,0,1.0,g, DRUGE HLAJENE PRILOGE
Detergent za odstranjevanje madežev,VANISH,12.99,10.39,1.0,l, SREDSTVA ZA ODSTRANJEVANJE MADEŽEV
Pijača Pulpy,CAPPY,0.89,0,1.0,l, NEGAZIRANE SADNE PIJAČE
Čistilo za pomivalni stroj,SOMAT,5.49,2.75,0.001,l, ZA STROJNO POMIVANJE POSODE
Hrana za mačke Creamy creations,WHISKAS,2.49,0,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Dimljena puranja šunka Slim & Fit,SLIM&FIT,3.49,2.79,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Bio Kefir,KREPKO  EKO,1.19,0,1.0,g, KISLO MLEKO IN KEFIR
Kosmiči,LUMPI,0.99,0.79,1.0,g, KOSMIČI IN DRUGA ŽITA ZA ZAJTRK
Rženi polnozrnati kruh s sončničnimi semeni,PEMA,2.49,0,1.0,g, TOAST
Hrana za mačke Adult s piščancem in rižem,ONE,6.09,0,1.0,kos, BRIKETIRANA MAČJA HRANA
Bio zelenjavni namaz s sončničnimi semeni in vrtninami,BIO ZONE,1.89,0,1.0,g, NAMAZI
Testenine,GAROFALO,2.49,0,1.0,g, DOLGE IN KRATKE TESTENINE
Žitni polnozrnati kruh,PEMA,2.49,0,1.0,g, TOAST
Belilo Arekina,AREKINA,2.69,0,1.0,l, BELILA; ŠTIRKE; DODATKI ZA ZAVESE
Bio rdeča leča,BIO ZONE,2.99,0,1.0,g, SUHE STROČNICE IN SEMENA
Zobna pasta Elmex Sensitive,ELMEX,4.99,0,0.001,l, ZOBNE PASTE
Mokra hrana za pse,SPECIAL DOG EXCELLENCE,1.39,0,1.0,g, PASJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Cappuccino Latte Macchiato,NESCAFE,3.59,0,1.0,g, CAPUCCINO
Rozine,SWEET CHEF,0.97,0,1.0,g, MLETI OREŠČKI; MLETO IN KANDIRANO SADJE
Pivo Smile,SMILE,7.79,5.99,1.0,l, PIVO
Damski vložki Max Fresh,CAREFREE,3.79,3.03,1.0,kos, DAMSKI VLOŽKI IN TAMPONI
Krompirjevi svaljki,ŽITO,7.79,0,1000.0,g, SVALJKI; NJOKI
Pekoči ajvar,NATURETA,2.59,0,1.0,g, KETCHUP; AJVAR; GORČICA
Krompirjevi svaljki,ŽITO,7.79,0,1000.0,g, SVALJKI; NJOKI
Majoneza,PLANET OF PLANTS,2.69,0,1.0,g, OMAKE IN PRILOGE
Granola Fitness s čokolado,NESTLE,3.99,2.97,1.0,g, MÜESLI
Maline,GARDEN GOOD,3.19,0,1.0,g, ZAMRZNJENO SADJE
File skuše na žaru v naravnem soku,RIO MARE,3.99,0,1.0,g, RIBJE KONZERVE
Keksi štrudle,FINESSE,1.09,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Zajtrk,FREE ZONE,2.39,0,1.0,g, BREZGLUTENSKA ŽIVILA
Ričet,MINUTE,2.39,0,1.0,g, MESNA PRIPRAVLJENA HRANA
Hrana za pse z govedino,HOBBY DOG,1.69,0,1.0,g, PASJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Tekoči jogurt,ZELENE DOLINE,1.43,0,1.0,g, SADNI JOGURTI
Folija za živila Cling Fix,ALUFIX,2.59,0,1.0,kos, RAZLIČNE FOLIJE - ALU; FOLIJE ZA ŽIVILA; ZA PEKO…
Negazirana pijača,FRUCTAL,1.99,0,1.0,l, DRUGI OKUSI
Rastlinska krema,HULALA,3.39,0,0.001,l, RASTLINSKE KREME
Flips z arašidi,LUMPI,0.29,0,1.0,g, FLIPS
Špageti,ZLATO POLJE,1.74,0,1.0,g, DOLGE IN KRATKE TESTENINE
Cappuccino Irish Cream,FRANCK,2.29,0,1.0,g, CAPUCCINO
Mini tirolska salama,ANTON,4.59,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Zobna pasta Ultra Fresh,VADEMECUM,2.49,0,0.001,l, ZOBNE PASTE
Jagodni cmoki,MINUTE,3.89,0,1000.0,g, CMOKI; ŠTRUKLJI
Bonboni Bronhi mix,KRAŠ BRONHI,3.09,0,1.0,g, BONBONI 
Mehčalec,FROSCH,2.79,2.49,0.001,l, EKOLOŠKA ČISTILA
Narezek Ptujska posebna salama,PERUTNINA PTUJ,1.69,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Ledena kava Maxim Premium,MAXIM,0.64,0,0.001,l, MLEKO Z OKUSOM
Wc obešanka Power Pine,BREF,6.99,0,1.0,g, OBEŠANKE ZA WC ŠKOLJKE
Arašidov namaz,ODLIČNO,3.69,0,1.0,g, KREMNI NAMAZI
Hrana za mačke Gourmet Gold s piščancem in jetri,GOURMET PURINA,1.09,0.87,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Bohinjski sir,BOHINJSKI PLANŠAR,24.19,0,270.0,g, TRDI SIRI: PARMEZAN; EMENTALER
Naravni motni jabolčni kis,RENŠKI HRAM,2.39,0,1.0,l, JABOLČNI KIS
Sijaj tekočina za strojno pomivanje posode,FINISH,9.59,6.89,0.001,l, ZA STROJNO POMIVANJE POSODE
Gobica z abrazivom za zelo onesnažene površine,DAX,0.84,0,1.0,kos, KRPE; GOBE IN ŠČETKE ZA ČIŠČENJE
Sadni čaj,FRANCK,1.89,0,1.0,g, SADNI ČAJI
Papirnati robčki mini,LUMPI,1.49,0,1.0,kos, PAPIRNATI ŽEPNI IN VLAŽILNI OSVEŽILNI ROBČKI
Sirni namaz,PHILADELPHIA,2.89,0,1.0,g, MLEČNI IN SIRNI NAMAZI
Ovseni keksi,BOOM BOX,0.99,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Kakav Choco,BENQUICK,3.89,0,1.0,g, KAKAV
Cappuccino,NESCAFE,3.59,0,1.0,g, CAPUCCINO
Mini rogljički,7-DAYS,2.39,0,1.0,g, PECIVO
Pašteta Junior,KEKEC,0.79,0.69,1.0,g, MESNI NAREZKI IN MESNE PAŠTETE
Puding,MULLER NESTLE,2.29,0,1.0,g, PUDINGI IN KREME
Omaka Gran Ragu Extra Gusto,STAR,4.19,0,1.0,g, MESNE OMAKE
Bonboniera,BELGIAN,2.19,0,1.0,g, BONBONIERE
Sarma,NATURETA,4.19,0,1.0,g, MESNA PRIPRAVLJENA HRANA
Kokošja juha Fini-mini,PODRAVKA,0.54,0,1.0,g, INSTANT JUHE
Sveži ravioli z gobami,RANA,3.99,0,1.0,g, HLAJENE TESTENINE
Flips taccos,CHIO,1.99,0,1.0,g, FLIPS
Bučna kremna juha s testeninami Fini Mini,FINI MINI,0.64,0,1.0,g, INSTANT JUHE
Grisini s sezamom,AMOR DI PANE,1.29,0.99,1.0,g, GRISINI
Beli kruh Hribovc,ŽITO,4.69,0,1000.0,g, SVEŽ BEL KRUH
Pivo Budweiser,BUDWEISER,1.38,0,1.0,l, PIVO
Keksi čajni obročki,FINESSE,1.49,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Kaša PlazMix,PLAZMA,1.05,0,1.0,g, MÜESLI
Tekoče milo,DAISY,1.19,0,0.001,l, MILA
Pšenični mešani kruh,PEKARNA GROSUPLJE,3.19,0,1.0,g, DRUGE VRSTE SVEŽEGA KRUHA
Čokoladni puding,DOLCELA,1.69,0,1.0,kos, PUDINGI IN KREME
Tunina solata Mexicana,DELAMARIS,3.39,0,1.0,g, KONZERVIRANE RIBE Z ZELENJAVO
Vafelj z lešnikom in čokolado,ROCHER,1.69,0,1.0,g, ČOKOLADNI IZDELKI IN NAPOLITANKE
Keksi s čokolado in pomarančo Domaćica,KRAŠ DOMAČICA,3.49,0,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Intimno milo Delicate,CHILLY,5.29,0,0.001,l, INTIMNA NEGA 
Pecivo z mlekom,BARNI,2.39,0,1.0,g, PECIVO
Čips s pekočimi feferoni,CHIO,2.39,0,1.0,g, ČIPS
Vžigalnik,BIC,2.29,0,1.0,kos, KUHINJSKI PRIPOMOČKI
Majoneza,THOMY,3.29,0,1.0,g, MAJONEZE
Detergent za ročno pomivanje posode Jar Limona,JAR,5.49,0,0.001,l, ZA ROČNO POMIVANJE POSODE
Skuta,BOHINJSKI PLANŠAR,3.69,0,1.0,g, SKUTE
Olje za cvrtje Frivita,CEKIN,4.14,0,1.0,l, RASTLINSKO OLJE
Čokolada Mousse,KRAŠ DORINA,1.99,0,1.0,g, ČOKOLADA
Sok,MINUTE,1.49,0,0.001,l, SVEŽE STISNJENI SOKOVI
Folija za živila,FRESH&PACK,1.49,0,1.0,kos, RAZLIČNE FOLIJE - ALU; FOLIJE ZA ŽIVILA; ZA PEKO…
Bio zeleni čaj,1001 CVET,2.89,0,1.0,g, ČAJI
Rogljički,MIDI,2.49,0,1.0,g, PECIVO
Prigrizek za pse Rodeo z govedino,PEDIGREE,0.99,0,1.0,g, POSLASTICE
Mehčalec,ORNEL,4.39,0,0.001,l, MEHČALCI ZA PERILO
Puding s smetano,ZOTT LIEGEOIS,0.49,0,1.0,g, PUDINGI IN KREME
Piščančje krače in krila Natur,PERUTNINA PTUJ NATUR,9.29,5.99,1.0,kos, PERUTNINA
Riž v vrečki,BEN'S ORIGINAL,2.19,0,1.0,g, NAVADNI (SREDNJEZRNATI IN DOLGOZRNATI) RIŽ
Pivo brez glutena,ESTRELLA GALICIA,1.79,0,1.0,l, BREZGLUTENSKA ŽIVILA
Čips exxtra,CHIO,1.99,1.59,1.0,g, ČIPS
Mlečna čokolada Minions,LEONE,1.29,0,1.0,g, ČOKOLADA
Sir Ementaler,VEPO,3.99,0,1.0,g, SIRI REZINE
Kokošja pašteta,MERCATOR,0.54,0,1.0,g, MESNI NAREZKI IN MESNE PAŠTETE
Sadni čaj,LOYD,1.99,0,1.0,g, SADNI ČAJI
Gazirana pijača,PEPSI,0.89,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Bio nesladkan mandljev napitek,RISO SCOTTI,2.99,0,1.0,l, NAPITKI IN DESERT
Sirup,SUNQUICK,4.89,0,0.001,l, SIRUPI
Paradižnikovi pelati,NATURETA,1.69,0,1.0,g, PARADIŽNIK
Brezkofeinska kava v kapsulah,ILLY,10.39,0,1.0,g, INSTANT KAVA
Antibakterijski robčki,VIOLETA,1.49,0,1.0,kos, PRVA POMOČ (OBLIŽI; POVOJI; GAZE)
Krompirjevi ocvrtki s sirom,PEČJAK,4.19,0,1.0,g, DRUGI MOČNATI IZDELKI
Bonboni Crazy Sours,SKITTLES,1.29,0,1.0,g, BONBONI 
Mleti orehi,SWEET CHEF,2.69,0,1.0,g, MLETI OREŠČKI; MLETO IN KANDIRANO SADJE
Sadno-žitna kašica z jabolko in piškotom,FRUTEK,1.99,0,1.0,g, SADNE KAŠICE
Beli sir,ZELENE DOLINE,3.49,0,1.0,g, SVEŽI SIRI: FETA; KAJMAK; MOZZARELLA
Kokošja juha z rezanci,KNORR,0.99,0,1.0,g, INSTANT JUHE
Tablete za čiščenje pomivalnega stroja,FINISH,6.19,0,1.0,kos, ZA STROJNO POMIVANJE POSODE
Ledeni čaj,JANA,0.79,0.69,1.0,l, LEDENI ČAJ
Sir mozzarella burata iz bivoljega mleka,FATTORIE,2.69,0,1.0,g, SVEŽI SIRI: FETA; KAJMAK; MOZZARELLA
Meta,MERCATOR,1.29,0,1.0,g, SVEŽE ZAČIMBE
Riž Arborio,ZLATO POLJE,5.39,0,1000.0,g, OSTALE VRSTE RIŽA
Sadna kaša,NUTRINO LAB,2.39,0,1.0,g, DRUGO SVEŽE SADJE IN PAKETI MEŠANEGA SADJA
Instant kava Strong,MERCATOR,4.59,0,1.0,g, INSTANT KAVA
Bučna juha,KNORR,1.99,0,1.0,g, INSTANT JUHE
Piščančja pašteta,KEKEC,0.89,0,1.0,g, MESNI NAREZKI IN MESNE PAŠTETE
Energijski napitek,SHARK,1.09,0,1.0,l, ENERGIJSKI NAPITKI IN IZOTONIČNE PIJAČE
Zeliščni čaj,1001 CVET,2.59,0,1.0,g, ZELIŠČNI ČAJI
Cappuccino čokolada,MERCATOR,1.44,0,1.0,g, CAPUCCINO
Bio vanilijev puding,BYODO,1.59,0,1.0,g, PUDINGI; IZDELKI ZA PEKO
Moka za domači kruh,INTES,1.69,0,1000.0,g, NAMENSKA MOKA
Žvečilni gumi,ORBIT,0.79,0,1.0,g, ŽVEČILNI GUMIJI
Gorčica,THOMY,4.59,0,1.0,g, KETCHUP; AJVAR; GORČICA
Bio ovsena krema,ISOLA BIO,2.09,1.67,0.001,l, OMAKE IN PRILOGE
Grisini Amor di Pane Classico,AMOR DI PANE,1.29,0.99,1.0,g, GRISINI
Sojin desert z vanilijo La Creme,VALSOIA,1.89,1.49,1.0,g, OSTALI VEGETARIJANSKI IZDELKI
Zobna pasta Fresh Mild&Minty,AQUAFRESH,3.89,0,0.001,l, ZOBNE PASTE
Čvrsti jogurt,MERCATOR,0.35,0,1.0,g, NAVADNI JOGURTI
Tunina v oljčnem olju,RIO MARE,6.19,4.89,1.0,g, RIBJE KONZERVE
Trajna smetana za stepanje,MERCATOR,3.45,0,0.001,l, STERILIZIRANA SMETANA ZA KAVO
Žitne blazinice Pillows,LINO,2.89,0,1.0,g, KOSMIČI IN DRUGA ŽITA ZA ZAJTRK
Pirini polnozrnati rezanci,ZLATO POLJE,2.59,2.05,1.0,g, DOLGE IN KRATKE TESTENINE
Mini rogljički,7-DAYS,2.39,0,1.0,g, PECIVO
Sladoled na palčki Paw Patrol,PAW PATROL,2.59,0,0.001,l, DRUŽINSKI SLADOLEDI
Dodatek jedem z zelenjavo,VEGETA,4.19,0,1.0,g, DODATKI JEDEM
Cmoki,LEDO,4.19,0,1.0,g, CMOKI; ŠTRUKLJI
Riževi rezanci,H&S OFT,3.39,0,1.0,g, AZIJSKA PREHRANA
Bonboni z okusom jagode,VITERGIN,1.13,0,1.0,g, OSTALA DIABETIČNA IN DIETETIČNA PREHRANA
Čokolada Oreo,MILKA,1.49,0,1.0,g, ČOKOLADA
Kokosov napitek z rižem,ALPRO-BIO,3.69,0,1.0,l, NAPITKI IN DESERT
Riževi rezanci 1 mm,TAS,3.39,0,1.0,g, AZIJSKA PREHRANA
Nektar,DANA,2.39,0,1.0,l, POMARANČA
Šumeče tablete,ISOSTAR,4.79,0,1.0,g, ŠUMEČE TABLETE
Črno namizno grozdje Black Magic,S&Z BREZ BZ,3.49,2.29,250.0,g, GROZDJE
Bio čičerika,BIO ZONE,2.39,1.89,1.0,g, OSTALA SUHA ZELENJAVA
Mini koruzne ploščice Nackis,BICENTURY,1.79,0,1.0,g, HRUSTLJAVI KRUHKI
Pijača Cuba Libre,ALECOQ,1.34,0,1.0,l, PIJAČE Z DODATKOM ALKOHOLA
Ekstra deviško olivno olje,ZVIJEZDA,19.99,0,1.0,l, OLJČNO OLJE
Zobna nitka Sensodyne,SENSODYNE,3.39,0,1.0,kos, DRUGI IZDELKI ZA USTNO NEGO IN HIGIENO
Rjavi riž,RISO SCOTTI,4.49,3.36,1000.0,g, OSTALE VRSTE RIŽA
Temna riževa čokolada,GORENJKA,3.79,0,1.0,g, ČOKOLADA
Kajenski poper,MAESTRO,1.49,0,1.0,g, ZAČIMBE ZA PEKO
Vatne blazinice Lolete Sensitive za občutljivo kožo,LR LOLETE,1.99,0,1.0,kos, VATA IN VATIRANI IZDELKI
Baterijski vložek AA 10/1,VARTA,7.99,0,1.0,kos, BATERIJSKI VLOŽKI
Sončnično olje Vital,CEKIN,3.99,0,1.0,l, SONČNIČNO OLJE
Pšenična polnozrnata moka Dobro,ŽITO,2.14,0,1000.0,g, DRUGE VRSTE MOKE
Jagodna čokolada,MILKA,3.79,0,1.0,g, ČOKOLADA
Koruzni kosmiči,BONUS PLUS,1.44,0,1.0,g, KORUZNI KOSMIČI
Hrana za mačke Gourmet perle s perutnino,GOURMET PURINA,3.59,2.87,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Keksi PreKrašni,PREKRAŠNI,2.19,1.83,1.0,g, KEKSI NAVADNI; MEŠANI; POLNJENI
Hrana za mačke Gourmet Gold z govedino,GOURMET PURINA,4.19,3.35,1.0,g, MAČJA HRANA V KONZERVAH IN ENKRATNI OBROKI
Zelen,VIPAVA 1894,9.99,7.99,1.0,l, BELA VINA
Piščančji želodci,PIVKA,2.99,0,1.0,kos, PERUTNINA
Črni čaj,TEEKANNE,2.29,0,1.0,g, ZELENI; ČRNI IN BELI ČAJ
Pesto z baziliko,BARILLA,4.19,0,1.0,g, OMAKE IN PRILOGE
Kremni namaz s kokosom,LINO LADA,3.19,0,1.0,g, KREMNI NAMAZI
Sir Cheddar Vintage,PRESIDENT,3.99,0,1.0,g, TRDI SIRI: PARMEZAN; EMENTALER
Leča z okusom kisle smetane,CHIO,1.99,1.69,1.0,g, SUHE STROČNICE IN SEMENA
Kaša piškoti,FRUTEK,1.49,0,1.0,g, SADNE KAŠICE
Mešana zelenjava za francosko solato,VALFRUTTA,1.29,0,1.0,g, DRUGA KONZERVIRANA IN VLOŽENA ZELENJAVA
Ribje palčke,LEDO,3.39,0,1.0,g, RIBE IN RIBJI IZDELKI
Pasirani paradižnik z baziliko,MUTTI,3.69,0,1.0,g, PARADIŽNIK
Napolitanke s čokoladno kremo,KRAŠ,3.29,0,1.0,g, NAPOLITANKE IN VAFLI
Bonboni Švicarski mentol,ŠUMI,0.99,0,1.0,g, BONBONI 
Milo tekoče zaščitno,ILIRIJA KREMA 48,2.99,0,0.001,l, MILA
Zagorski štruklji,MINUTE,3.99,0,1.0,g, CMOKI; ŠTRUKLJI
Toaletno milo,PALMOLIVE,1.19,0,1.0,g, MILA
Piščančji fingersi,PEPE,10.99,0,1.0,g, ZAMRZNJENE JEDI IZ MESA
Gorenjska zaseka,ARVAJ,4.49,3.59,1.0,kos, DRUGE ŽIVALSKE MAŠČOBE IN NAMAZI
Robčki za gospodinjstvo Ocen,DOMESTOS,6.29,3.77,1.0,kos, UNIVERZALNA ČISTILA
Sivi pinot Quercus,QUERCUS,5.49,0,1.0,l, BELA VINA
Mešanica zeliščnih čajev,AHMAD,2.59,0,1.0,g, ZELIŠČNI ČAJI
Mehčalec,LENOR,6.89,4.48,1.0,l, MEHČALCI ZA PERILO
Napitek iz mešanega sadja,ACTIMEL,4.69,0,1.0,g, SADNI JOGURTI
Sadni jogurt gozdni sadeži,ZELENE DOLINE,1.99,0,1.0,g, SADNI JOGURTI
Bio baby čaj,LUMPI,1.39,0,1.0,g, OTROŠKI ČAJI
Mehke suhe slive brez koščic,SEEBERGER,4.29,0,1.0,g, SUHO SADJE
Bio kakav v prahu,BIO ZONE,3.99,0,1.0,g, KAKAV
Negazirana voda,OSHEE,1.39,0,0.001,l, NEGAZIRANE VODE 
Tekoče milo coconut,AFRODITA,2.79,0,0.001,l, MILA
Tunina s fižolom,RIO MARE,6.79,0,1.0,g, KONZERVIRANE RIBE Z ZELENJAVO
Kosmiči z oreščki in medom Gold,SANTE,3.89,3.38,1.0,g, MÜESLI
Temna čokolada s koščki pomaranče,BELGIAN,2.19,0,1.0,g, ČOKOLADA
Napolitanke s kakavom in mlekom,LOACKER,2.06,0,1.0,g, NAPOLITANKE IN VAFLI
Žitne blazinice Pillows,LINO,2.89,0,1.0,g, KOSMIČI IN DRUGA ŽITA ZA ZAJTRK
Osvežilec zraka,GLADE,3.09,0,1.0,g, OSVEŽILCI PROSTORA
Otroški sok hruška,FRUTEK,0.99,0,0.001,l, OTROŠKI SOKOVI IN VODE
